4.0,2232.373237167888,1280.0;2459.0,RBD,14.0;NaN
11.0,2232.7723996956856,3361.0;4508.0,IBV,3.0;NaN
17.0,2233.1619571685524,5340.0;6520.0,Non - Spesifik,15.0;NaN
23.0,2233.541909586488,7154.0;8530.0,Unknown,0;Negatif
30.0,2233.912256949492,,,
36.0,2234.2729992575655,,,
43.0,2234.624136510707,,,
49.0,2234.965668708918,,,
56.0,2235.2975958521974,,,
62.0,2235.6199179405457,,,
68.0,2235.932634973963,,,
75.0,2236.235746952449,,,
81.0,2236.5292538760036,,,
88.0,2236.8131557446272,,,
94.0,2237.0874525583195,,,
100.0,2237.3521443170807,,,
106.0,2237.6072310209106,,,
113.0,2237.8527126698095,,,
119.0,2238.088589263777,,,
126.0,2238.3148608028137,,,
132.0,2238.5315272870466,,,
138.0,2238.691653974754,,,
145.0,2238.8293581697208,,,
151.0,2238.969020385932,,,
158.0,2239.1371297081337,,,
164.0,2239.30575254896,,,
170.0,2239.4788089068575,,,
177.0,2239.6616599620234,,,
183.0,2239.8440459542376,,,
190.0,2240.022708170448,,,
196.0,2240.118641995368,,,
202.0,2240.2109456977787,,,
209.0,2240.3003948932546,,,
215.0,2240.385867194256,,,
221.0,2240.471365805307,,,
228.0,2240.5574027130647,,,
234.0,2240.638524034045,,,
241.0,2240.709333158934,,,
247.0,2240.7659905901774,,,
254.0,2240.8095908199725,,,
260.0,2240.844588274777,,,
266.0,2240.8757664820864,,,
273.0,2240.8988932667535,,,
279.0,2240.91116813816,,,
286.0,2240.9082285683708,,,
292.0,2240.8951205405824,,,
298.0,2240.8759223983325,,,
304.0,2240.8556929477554,,,
311.0,2240.8366894475057,,,
317.0,2240.8160451009912,,,
323.0,2240.7874638365374,,,
330.0,2240.750627970129,,,
336.0,2240.7051876513246,,,
343.0,2240.662607943077,,,
349.0,2240.624604733707,,,
356.0,2240.5974970501256,,,
362.0,2240.576490083562,,,
368.0,2240.561774127369,,,
375.0,2240.5504020488897,,,
381.0,2240.5449647455357,,,
387.0,2240.541432024019,,,
394.0,2240.5395181873673,,,
400.0,2240.535375845497,,,
406.0,2240.5302938853574,,,
413.0,2240.5201048864187,,,
419.0,2240.505739735719,,,
426.0,2240.486030469753,,,
432.0,2240.4637799013267,,,
438.0,2240.4412940744287,,,
445.0,2240.4238482046744,,,
451.0,2240.4133247137333,,,
458.0,2240.4054953581767,,,
464.0,2240.3987145988845,,,
470.0,2240.389375666121,,,
477.0,2240.377278546313,,,
483.0,2240.3619324530664,,,
489.0,2240.345992000943,,,
496.0,2240.331175599219,,,
505.0,2240.316574201058,,,
512.0,2240.302173301271,,,
518.0,2240.289457577781,,,
524.0,2240.277313238538,,,
531.0,2240.2642801752377,,,
537.0,2240.2520063946286,,,
544.0,2240.23999437161,,,
550.0,2240.2338744274593,,,
556.0,2240.2335043318085,,,
563.0,2240.2389073695595,,,
569.0,2240.2495176250004,,,
576.0,2240.2645878481535,,,
581.0,2240.2868347078675,,,
588.0,2240.319270750743,,,
594.0,2240.3594125932705,,,
601.0,2240.405387407956,,,
607.0,2240.44358336861,,,
614.0,2240.473594887437,,,
620.0,2240.4923760297206,,,
626.0,2240.5030835358657,,,
633.0,2240.503937092594,,,
639.0,2240.4969931014366,,,
645.0,2240.4826664631796,,,
652.0,2240.464033630644,,,
658.0,2240.439923295211,,,
665.0,2240.414208633431,,,
671.0,2240.381883488355,,,
677.0,2240.3464463207456,,,
683.0,2240.3025155161245,,,
690.0,2240.250007097588,,,
696.0,2240.1841584567223,,,
703.0,2240.106631475227,,,
709.0,2240.0201355160275,,,
715.0,2239.9283670948726,,,
722.0,2239.8363495936246,,,
728.0,2239.7464625130365,,,
735.0,2239.6596012189134,,,
741.0,2239.5775115844035,,,
747.0,2239.498631809738,,,
754.0,2239.421373431197,,,
760.0,2239.341472596858,,,
767.0,2239.257064856555,,,
773.0,2239.1721069031832,,,
779.0,2239.0849783005197,,,
785.0,2238.999356308092,,,
792.0,2238.917700903309,,,
798.0,2238.84764732331,,,
805.0,2238.795313631226,,,
811.0,2238.7613053169202,,,
817.0,2238.7442086964547,,,
824.0,2238.747431655572,,,
830.0,2238.765796612352,,,
837.0,2238.7986629483858,,,
843.0,2238.836649916986,,,
850.0,2238.872589069848,,,
856.0,2238.895763946587,,,
862.0,2238.9021342652454,,,
869.0,2238.8947011166206,,,
875.0,2238.878259682779,,,
882.0,2238.8495705020414,,,
888.0,2238.806111305159,,,
894.0,2238.7438080730035,,,
901.0,2238.662327612832,,,
907.0,2238.5641307843875,,,
914.0,2238.450241638556,,,
920.0,2238.3241286464236,,,
927.0,2238.183258441693,,,
933.0,2238.02962065451,,,
939.0,2237.8613503305187,,,
946.0,2237.686576421438,,,
952.0,2237.508098055599,,,
958.0,2237.3349014501628,,,
965.0,2237.158697698787,,,
971.0,2236.984053681935,,,
977.0,2236.808403828102,,,
984.0,2236.6365991294288,,,
990.0,2236.461360782788,,,
997.0,2236.285194836048,,,
1003.0,2236.1086564569255,,,
1009.0,2235.9392303136474,,,
1016.0,2235.776452715246,,,
1022.0,2235.6306096544176,,,
1028.0,2235.505919489538,,,
1035.0,2235.4044830976068,,,
1041.0,2235.3278388771396,,,
1048.0,2235.2831792109723,,,
1054.0,2235.2704331632967,,,
1060.0,2235.2815395039847,,,
1067.0,2235.3068724009986,,,
1073.0,2235.342264797409,,,
1079.0,2235.3878417810865,,,
1086.0,2235.4332761514047,,,
1092.0,2235.477383975578,,,
1099.0,2235.5102479700317,,,
1105.0,2235.524485943378,,,
1112.0,2235.5110198041725,,,
